f0,f1,f2,f3,n_params
7,4,5,7,684
7,4,6,0,22344
7,4,6,1,9576
7,4,6,2,9576
7,4,6,3,1596
7,4,6,4,30324
7,4,6,5,22344
7,4,6,6,22344
7,4,6,7,9576
7,4,7,0,9576
7,4,7,1,4104
7,4,7,2,4104
7,4,7,3,684
7,4,7,4,12996
7,4,7,5,9576
7,4,7,6,9576
7,4,7,7,4104
7,5,0,0,52136
7,5,0,1,22344
7,5,0,2,22344
7,5,0,3,3724
7,5,0,4,70756
7,5,0,5,52136
7,5,0,6,52136
7,5,0,7,22344
7,5,1,0,22344
7,5,1,1,9576
7,5,1,2,9576
7,5,1,3,1596
7,5,1,4,30324
7,5,1,5,22344
7,5,1,6,22344
7,5,1,7,9576
7,5,2,0,70756
7,5,2,1,30324
7,5,2,2,30324
7,5,2,3,5054
7,5,2,4,96026
7,5,2,5,70756
7,5,2,6,70756
7,5,2,7,30324
7,5,3,0,52136
7,5,3,1,22344
7,5,3,2,22344
7,5,3,3,3724
7,5,3,4,70756
7,5,3,5,52136
7,5,3,6,52136
7,5,3,7,22344
7,5,4,0,22344
7,5,4,1,9576
7,5,4,2,9576
7,5,4,3,1596
7,5,4,4,30324
7,5,4,5,22344
7,5,4,6,22344
7,5,4,7,9576
7,5,5,0,3724
7,5,5,1,1596
7,5,5,2,1596
7,5,5,3,266
7,5,5,4,5054
7,5,5,5,3724
7,5,5,6,3724
7,5,5,7,1596
7,5,6,0,52136
7,5,6,1,22344
7,5,6,2,22344
7,5,6,3,3724
7,5,6,4,70756
7,5,6,5,52136
7,5,6,6,52136
7,5,6,7,22344
7,5,7,0,22344
7,5,7,1,9576
7,5,7,2,9576
7,5,7,3,1596
7,5,7,4,30324
7,5,7,5,22344
7,5,7,6,22344
7,5,7,7,9576
7,6,0,0,3724
7,6,0,1,1596
7,6,0,2,1596
7,6,0,3,266
7,6,0,4,5054
7,6,0,5,3724
7,6,0,6,3724
7,6,0,7,1596
7,6,1,0,1596
7,6,1,1,684
7,6,1,2,684
7,6,1,3,114
7,6,1,4,2166
7,6,1,5,1596
7,6,1,6,1596
7,6,1,7,684
7,6,2,0,5054
7,6,2,1,2166
7,6,2,2,2166
7,6,2,3,361
7,6,2,4,6859
7,6,2,5,5054
7,6,2,6,5054
7,6,2,7,2166
7,6,3,0,3724
7,6,3,1,1596
7,6,3,2,1596
7,6,3,3,266
7,6,3,4,5054
7,6,3,5,3724
7,6,3,6,3724
7,6,3,7,1596
7,6,4,0,1596
7,6,4,1,684
7,6,4,2,684
7,6,4,3,114
7,6,4,4,2166
7,6,4,5,1596
7,6,4,6,1596
7,6,4,7,684
7,6,5,0,266
7,6,5,1,114
7,6,5,2,114
7,6,5,3,19
7,6,5,4,361
7,6,5,5,266
7,6,5,6,266
7,6,5,7,114
7,6,6,0,3724
7,6,6,1,1596
7,6,6,2,1596
7,6,6,3,266
7,6,6,4,5054
7,6,6,5,3724
7,6,6,6,3724
7,6,6,7,1596
7,6,7,0,1596
7,6,7,1,684
7,6,7,2,684
7,6,7,3,114
7,6,7,4,2166
7,6,7,5,1596
7,6,7,6,1596
7,6,7,7,684
7,7,0,0,22344
7,7,0,1,9576
7,7,0,2,9576
7,7,0,3,1596
7,7,0,4,30324
7,7,0,5,22344
7,7,0,6,22344
7,7,0,7,9576
7,7,1,0,9576
7,7,1,1,4104
7,7,1,2,4104
7,7,1,3,684
7,7,1,4,12996
7,7,1,5,9576
7,7,1,6,9576
7,7,1,7,4104
7,7,2,0,30324
7,7,2,1,12996
7,7,2,2,12996
7,7,2,3,2166
7,7,2,4,41154
7,7,2,5,30324
7,7,2,6,30324
7,7,2,7,12996
7,7,3,0,22344
7,7,3,1,9576
7,7,3,2,9576
7,7,3,3,1596
7,7,3,4,30324
7,7,3,5,22344
7,7,3,6,22344
7,7,3,7,9576
7,7,4,0,9576
7,7,4,1,4104
7,7,4,2,4104
7,7,4,3,684
7,7,4,4,12996
7,7,4,5,9576
7,7,4,6,9576
7,7,4,7,4104
7,7,5,0,1596
7,7,5,1,684
7,7,5,2,684
7,7,5,3,114
7,7,5,4,2166
7,7,5,5,1596
7,7,5,6,1596
7,7,5,7,684
7,7,6,0,22344
7,7,6,1,9576
7,7,6,2,9576
7,7,6,3,1596
7,7,6,4,30324
7,7,6,5,22344
7,7,6,6,22344
7,7,6,7,9576
7,7,7,0,9576
7,7,7,1,4104
7,7,7,2,4104
7,7,7,3,684
7,7,7,4,12996
7,7,7,5,9576
7,7,7,6,9576
7,7,7,7,4104
