f0,f1,f2,f3,X0,X1,X2,X3,Sum
3,6,5,6,196,38416,2744,2744,44100
6,3,0,5,38416,2744,196,2744,44100
5,5,0,3,2744,2744,196,38416,44100
3,6,6,6,2744,38416,2744,196,44100
6,6,6,3,196,2744,38416,2744,44100
6,6,6,5,2744,2744,38416,196,44100
6,6,5,6,196,2744,2744,38416,44100
6,6,5,5,196,2744,38416,2744,44100
6,3,3,3,2744,196,2744,38416,44100
3,6,6,0,2744,2744,38416,196,44100
3,1,7,4,30324,3024,9576,216,43140
7,0,2,7,30324,9576,3024,216,43140
7,3,4,7,9576,30324,216,3024,43140
2,7,3,1,3024,216,30324,9576,43140
4,2,5,7,216,30324,3024,9576,43140
4,5,1,1,3024,216,9576,30324,43140
2,7,3,2,3024,216,9576,30324,43140
1,0,2,4,30324,9576,3024,216,43140
4,4,1,3,216,3024,9576,30324,43140
0,7,7,1,216,3024,30324,9576,43140
3,1,7,1,9576,3024,30324,216,43140
1,4,7,3,216,9576,30324,3024,43140
1,4,7,5,3024,9576,30324,216,43140
2,7,5,1,216,3024,30324,9576,43140
7,4,6,1,9576,3024,30324,216,43140
0,4,4,1,216,9576,30324,3024,43140
4,5,1,4,9576,216,3024,30324,43140
5,2,1,2,3024,9576,216,30324,43140
1,4,6,7,3024,30324,9576,216,43140
3,2,2,7,9576,30324,3024,216,43140
2,7,1,0,3024,216,9576,30324,43140
7,7,0,2,9576,3024,216,30324,43140
5,2,1,7,3024,30324,216,9576,43140
3,2,4,1,3024,30324,9576,216,43140
2,7,1,3,216,3024,9576,30324,43140
1,4,5,7,216,30324,9576,3024,43140
4,5,2,4,30324,216,3024,9576,43140
0,4,4,7,216,30324,9576,3024,43140
1,4,6,1,3024,9576,30324,216,43140
4,4,3,2,3024,216,9576,30324,43140
4,5,2,2,9576,216,3024,30324,43140
4,2,4,3,216,30324,3024,9576,43140
4,2,4,6,3024,30324,216,9576,43140
3,2,2,4,30324,9576,3024,216,43140
7,4,7,5,9576,3024,30324,216,43140
6,4,2,1,9576,216,30324,3024,43140
4,2,5,2,216,9576,3024,30324,43140
7,7,1,6,9576,3024,216,30324,43140
0,7,7,2,216,3024,9576,30324,43140
1,6,1,2,216,9576,3024,30324,43140
7,3,4,4,30324,9576,216,3024,43140
4,3,2,2,9576,3024,216,30324,43140
0,4,1,1,216,3024,30324,9576,43140
7,3,2,2,30324,3024,216,9576,43140
4,3,2,4,30324,3024,216,9576,43140
4,4,1,0,3024,216,9576,30324,43140
6,4,1,2,3024,216,9576,30324,43140
4,4,7,3,216,3024,30324,9576,43140
7,4,7,0,9576,216,30324,3024,43140
4,4,7,0,3024,216,30324,9576,43140
6,4,1,1,3024,216,30324,9576,43140
7,3,1,4,30324,3024,216,9576,43140
1,0,7,1,3024,9576,30324,216,43140
4,3,4,2,3024,9576,216,30324,43140
4,3,4,7,3024,30324,216,9576,43140
1,0,4,4,9576,30324,3024,216,43140
1,0,4,1,3024,30324,9576,216,43140
7,4,6,4,30324,3024,9576,216,43140
7,3,1,2,9576,3024,216,30324,43140
4,4,5,1,216,3024,30324,9576,43140
4,4,5,2,216,3024,9576,30324,43140
5,1,4,7,9576,30324,216,3024,43140
7,3,2,7,30324,9576,216,3024,43140
2,7,5,2,216,3024,9576,30324,43140
0,4,1,2,216,3024,9576,30324,43140
5,1,1,2,9576,3024,216,30324,43140
1,0,2,7,9576,30324,3024,216,43140
5,1,1,4,30324,3024,216,9576,43140
3,1,4,7,9576,30324,3024,216,43140
3,1,4,4,30324,9576,3024,216,43140
5,1,2,2,30324,3024,216,9576,43140
2,7,7,0,3024,216,30324,9576,43140
1,1,0,7,9576,30324,216,3024,43140
2,7,7,3,216,3024,30324,9576,43140
1,1,0,4,30324,9576,216,3024,43140
5,1,2,7,30324,9576,216,3024,43140
3,1,2,7,30324,9576,3024,216,43140
3,1,2,1,30324,3024,9576,216,43140
7,0,2,1,30324,3024,9576,216,43140
4,3,1,4,9576,3024,216,30324,43140
1,0,7,7,3024,30324,9576,216,43140
5,1,4,4,30324,9576,216,3024,43140
4,3,1,7,3024,9576,216,30324,43140
3,2,4,4,9576,30324,3024,216,43140
1,6,1,7,216,30324,3024,9576,43140
7,4,3,1,9576,216,30324,3024,43140
7,7,3,4,30324,216,3024,9576,43140
4,6,4,2,216,9576,3024,30324,43140
4,6,4,7,216,30324,3024,9576,43140
1,1,6,7,9576,30324,3024,216,43140
4,7,2,6,9576,3024,216,30324,43140
6,7,2,2,9576,216,3024,30324,43140
7,5,1,4,30324,216,3024,9576,43140
5,2,2,4,30324,9576,216,3024,43140
4,7,3,1,3024,216,9576,30324,43140
5,7,2,4,30324,3024,216,9576,43140
1,3,1,2,3024,9576,216,30324,43140
5,7,2,2,9576,3024,216,30324,43140
4,7,3,4,9576,216,3024,30324,43140
3,4,7,4,9576,3024,30324,216,43140
6,7,2,4,30324,216,3024,9576,43140
1,3,1,7,3024,30324,216,9576,43140
5,7,1,7,3024,9576,216,30324,43140
4,7,4,3,216,9576,3024,30324,43140
1,1,6,4,30324,9576,3024,216,43140
5,7,1,4,9576,3024,216,30324,43140
1,3,2,4,30324,9576,216,3024,43140
6,4,7,2,3024,216,30324,9576,43140
1,3,2,7,9576,30324,216,3024,43140
4,6,1,7,216,9576,3024,30324,43140
1,2,7,5,3024,30324,9576,216,43140
6,7,1,4,9576,216,3024,30324,43140
1,2,7,3,216,30324,9576,3024,43140
5,7,4,7,3024,30324,216,9576,43140
1,2,2,5,9576,30324,3024,216,43140
1,2,2,6,9576,30324,216,3024,43140
7,4,2,5,30324,3024,9576,216,43140
1,2,1,3,216,30324,3024,9576,43140
5,7,4,2,3024,9576,216,30324,43140
7,4,2,0,30324,216,9576,3024,43140
7,7,0,4,30324,3024,216,9576,43140
4,7,0,4,9576,3024,216,30324,43140
4,6,7,2,216,3024,9576,30324,43140
4,7,0,7,3024,9576,216,30324,43140
4,6,7,1,216,3024,30324,9576,43140
7,4,3,4,30324,216,9576,3024,43140
1,2,0,4,9576,30324,216,3024,43140
1,2,0,2,3024,30324,216,9576,43140
1,2,5,1,216,30324,9576,3024,43140
6,7,1,1,3024,216,9576,30324,43140
1,2,5,2,216,30324,3024,9576,43140
7,5,1,2,9576,216,3024,30324,43140
4,7,2,0,9576,216,3024,30324,43140
1,2,6,1,3024,30324,9576,216,43140
1,2,6,4,9576,30324,3024,216,43140
3,4,7,7,3024,9576,30324,216,43140
4,7,4,6,3024,9576,216,30324,43140
4,2,1,6,3024,9576,216,30324,43140
1,2,1,6,3024,30324,216,9576,43140
4,1,3,2,9576,216,3024,30324,43140
4,1,3,4,30324,216,3024,9576,43140
0,7,4,2,216,9576,3024,30324,43140
7,7,2,6,30324,3024,216,9576,43140
0,7,4,7,216,30324,3024,9576,43140
7,7,2,0,30324,216,3024,9576,43140
0,4,7,7,216,9576,30324,3024,43140
6,7,7,1,3024,216,30324,9576,43140
4,2,0,2,3024,9576,216,30324,43140
1,1,2,6,30324,9576,216,3024,43140
0,4,7,2,216,3024,30324,9576,43140
4,7,5,1,216,3024,9576,30324,43140
4,2,0,7,3024,30324,216,9576,43140
1,1,2,5,30324,9576,3024,216,43140
3,2,7,1,3024,9576,30324,216,43140
6,4,2,4,30324,216,9576,3024,43140
1,4,4,3,216,30324,9576,3024,43140
1,4,4,5,3024,30324,9576,216,43140
4,4,3,1,3024,216,30324,9576,43140
4,2,1,3,216,9576,3024,30324,43140
1,4,5,1,216,9576,30324,3024,43140
6,7,7,2,3024,216,9576,30324,43140
4,1,2,6,30324,3024,216,9576,43140
4,1,2,0,30324,216,3024,9576,43140
4,1,1,6,9576,3024,216,30324,43140
1,1,4,5,9576,30324,3024,216,43140
1,3,4,2,3024,30324,216,9576,43140
1,3,4,4,9576,30324,216,3024,43140
0,7,1,1,216,3024,9576,30324,43140
0,7,1,7,216,9576,3024,30324,43140
7,5,2,1,30324,216,9576,3024,43140
3,4,4,7,3024,30324,9576,216,43140
4,7,5,7,216,9576,3024,30324,43140
3,4,4,1,3024,9576,30324,216,43140
4,6,1,1,216,3024,9576,30324,43140
4,7,7,0,3024,216,9576,30324,43140
4,7,7,3,216,3024,9576,30324,43140
3,4,2,4,30324,3024,9576,216,43140
3,4,2,1,9576,3024,30324,216,43140
6,4,7,4,9576,216,30324,3024,43140
4,1,0,2,9576,3024,216,30324,43140
4,1,0,4,30324,3024,216,9576,43140
4,5,7,2,3024,216,9576,30324,43140
1,1,4,6,9576,30324,216,3024,43140
7,5,2,2,30324,216,3024,9576,43140
4,5,7,1,3024,216,30324,9576,43140
4,1,1,0,9576,216,3024,30324,43140
3,2,7,7,3024,30324,9576,216,43140
7,7,3,2,9576,216,3024,30324,43140
7,0,4,4,30324,9576,3024,216,43140
7,1,4,6,30324,9576,216,3024,43140
2,4,5,2,216,3024,30324,9576,43140
0,2,4,2,216,30324,3024,9576,43140
0,2,4,1,216,30324,9576,3024,43140
7,5,7,4,30324,216,9576,3024,43140
2,6,4,1,216,9576,30324,3024,43140
2,0,2,4,30324,3024,9576,216,43140
1,7,1,3,216,9576,3024,30324,43140
7,0,4,7,9576,30324,3024,216,43140
5,2,4,2,3024,30324,216,9576,43140
7,1,4,5,30324,9576,3024,216,43140
2,0,7,4,9576,3024,30324,216,43140
2,4,5,7,216,9576,30324,3024,43140
7,1,3,2,30324,216,3024,9576,43140
0,2,7,7,216,30324,9576,3024,43140
7,1,6,1,30324,3024,9576,216,43140
2,2,7,5,3024,9576,30324,216,43140
1,6,7,7,216,30324,9576,3024,43140
2,4,6,4,9576,3024,30324,216,43140
2,6,4,7,216,30324,9576,3024,43140
6,1,7,1,9576,216,30324,3024,43140
2,2,6,7,3024,30324,9576,216,43140
2,1,6,1,9576,3024,30324,216,43140
2,1,2,0,30324,216,9576,3024,43140
2,0,4,1,3024,9576,30324,216,43140
5,2,4,4,9576,30324,216,3024,43140
7,1,3,1,30324,216,9576,3024,43140
1,6,7,1,216,9576,30324,3024,43140
6,1,2,1,30324,216,9576,3024,43140
6,1,2,2,30324,216,3024,9576,43140
2,4,2,5,9576,3024,30324,216,43140
0,2,7,1,216,9576,30324,3024,43140
2,6,1,2,216,3024,9576,30324,43140
2,4,2,0,9576,216,30324,3024,43140
2,6,1,1,216,3024,30324,9576,43140
2,4,1,3,216,3024,30324,9576,43140
2,4,3,2,3024,216,30324,9576,43140
2,4,1,0,3024,216,30324,9576,43140
2,4,3,4,9576,216,30324,3024,43140
7,1,0,2,30324,3024,216,9576,43140
6,1,7,4,30324,216,9576,3024,43140
1,7,0,2,3024,9576,216,30324,43140
7,1,0,7,30324,9576,216,3024,43140
7,1,1,0,30324,216,3024,9576,43140
7,2,4,6,9576,30324,216,3024,43140
1,7,0,7,3024,30324,216,9576,43140
7,1,1,6,30324,3024,216,9576,43140
7,0,7,1,9576,3024,30324,216,43140
2,4,4,3,216,9576,30324,3024,43140
7,7,1,0,9576,216,3024,30324,43140
7,2,4,5,9576,30324,3024,216,43140
2,0,2,1,9576,3024,30324,216,43140
2,4,4,5,3024,9576,30324,216,43140
2,2,6,1,3024,9576,30324,216,43140
2,2,7,3,216,9576,30324,3024,43140
2,1,6,4,30324,3024,9576,216,43140
7,2,2,6,30324,9576,216,3024,43140
2,2,4,5,3024,30324,9576,216,43140
2,2,4,3,216,30324,9576,3024,43140
2,0,4,7,3024,30324,9576,216,43140
1,7,4,6,3024,30324,216,9576,43140
7,1,6,7,30324,9576,3024,216,43140
7,1,7,0,30324,216,9576,3024,43140
2,1,3,4,30324,216,9576,3024,43140
2,5,1,1,3024,216,30324,9576,43140
2,5,1,2,3024,216,9576,30324,43140
7,5,7,1,9576,216,30324,3024,43140
2,1,2,5,30324,3024,9576,216,43140
7,2,2,5,30324,9576,3024,216,43140
2,1,7,5,9576,3024,30324,216,43140
1,7,4,3,216,30324,3024,9576,43140
1,6,4,2,216,30324,3024,9576,43140
7,2,0,7,9576,30324,216,3024,43140
2,6,7,2,216,3024,30324,9576,43140
2,5,2,1,9576,216,30324,3024,43140
2,5,2,4,30324,216,9576,3024,43140
7,1,7,5,30324,3024,9576,216,43140
7,2,6,4,30324,9576,3024,216,43140
1,6,4,1,216,30324,9576,3024,43140
7,2,6,7,9576,30324,3024,216,43140
5,2,2,7,9576,30324,216,3024,43140
0,2,1,7,216,30324,3024,9576,43140
7,2,0,4,30324,9576,216,3024,43140
2,6,7,7,216,9576,30324,3024,43140
2,0,7,7,3024,9576,30324,216,43140
7,0,7,4,30324,3024,9576,216,43140
0,2,1,2,216,9576,3024,30324,43140
6,1,1,2,9576,216,3024,30324,43140
1,7,1,6,3024,9576,216,30324,43140
1,7,5,2,216,9576,3024,30324,43140
1,7,5,7,216,30324,3024,9576,43140
2,2,5,1,216,9576,30324,3024,43140
2,5,7,2,3024,216,30324,9576,43140
2,4,6,7,3024,9576,30324,216,43140
2,1,7,0,9576,216,30324,3024,43140
2,1,3,1,9576,216,30324,3024,43140
2,5,7,4,9576,216,30324,3024,43140
2,2,5,7,216,30324,9576,3024,43140
6,1,1,4,30324,216,3024,9576,43140
7,5,2,7,30324,684,3024,3024,37056
7,6,1,2,684,3024,3024,30324,37056
3,2,4,2,3024,30324,3024,684,37056
2,5,4,1,3024,684,30324,3024,37056
4,7,5,4,684,3024,3024,30324,37056
1,3,4,1,3024,30324,684,3024,37056
3,4,7,2,3024,3024,30324,684,37056
7,3,7,4,30324,3024,684,3024,37056
7,7,6,4,30324,3024,3024,684,37056
1,7,3,2,3024,684,3024,30324,37056
2,4,3,7,3024,684,30324,3024,37056
1,4,4,6,3024,30324,684,3024,37056
1,4,3,1,3024,684,30324,3024,37056
2,4,4,0,3024,684,30324,3024,37056
3,4,1,1,3024,3024,30324,684,37056
2,4,5,4,684,3024,30324,3024,37056
6,7,4,2,3024,684,3024,30324,37056
1,7,6,7,3024,30324,3024,684,37056
1,3,7,7,3024,30324,684,3024,37056
7,4,7,3,684,3024,30324,3024,37056
0,1,7,1,684,3024,30324,3024,37056
0,4,7,4,684,3024,30324,3024,37056
5,7,7,2,3024,3024,684,30324,37056
7,2,5,7,684,30324,3024,3024,37056
1,4,0,7,3024,30324,684,3024,37056
0,1,4,7,684,30324,3024,3024,37056
2,4,6,2,3024,3024,30324,684,37056
4,7,7,6,3024,3024,684,30324,37056
7,7,2,5,30324,3024,3024,684,37056
4,4,7,5,3024,3024,30324,684,37056
6,4,4,1,3024,684,30324,3024,37056
4,3,1,1,3024,3024,684,30324,37056
1,7,4,5,3024,30324,3024,684,37056
7,2,2,0,30324,684,3024,3024,37056
7,4,0,4,30324,3024,684,3024,37056
5,4,2,4,30324,3024,684,3024,37056
2,1,7,3,684,3024,30324,3024,37056
4,0,7,1,3024,3024,30324,684,37056
1,1,2,0,30324,684,3024,3024,37056
2,2,4,6,3024,30324,684,3024,37056
4,0,4,7,3024,30324,3024,684,37056
0,7,2,2,684,3024,3024,30324,37056
1,1,5,7,684,30324,3024,3024,37056
0,7,1,4,684,3024,3024,30324,37056
4,6,1,4,684,3024,3024,30324,37056
5,7,1,1,3024,3024,684,30324,37056
4,0,2,4,30324,3024,3024,684,37056
4,2,4,5,3024,30324,3024,684,37056
4,6,2,2,684,3024,3024,30324,37056
5,4,1,2,3024,3024,684,30324,37056
4,5,1,7,3024,684,3024,30324,37056
7,7,1,3,684,3024,3024,30324,37056
4,1,1,3,684,3024,3024,30324,37056
2,4,2,3,684,3024,30324,3024,37056
4,2,3,2,3024,684,3024,30324,37056
2,2,0,7,3024,30324,684,3024,37056
4,5,4,2,3024,684,3024,30324,37056
4,1,6,4,30324,3024,3024,684,37056
7,1,7,6,30324,3024,684,3024,37056
4,1,5,2,684,3024,3024,30324,37056
6,1,4,4,30324,684,3024,3024,37056
5,4,4,7,3024,30324,684,3024,37056
1,1,3,4,30324,684,3024,3024,37056
7,2,4,3,684,30324,3024,3024,37056
7,4,5,1,684,3024,30324,3024,37056
2,2,3,1,3024,684,30324,3024,37056
6,2,7,1,3024,684,30324,3024,37056
4,1,2,5,30324,3024,3024,684,37056
1,1,4,3,684,30324,3024,3024,37056
6,4,7,7,3024,684,30324,3024,37056
3,7,7,1,3024,3024,30324,684,37056
2,0,7,2,3024,3024,30324,684,37056
3,7,4,7,3024,30324,3024,684,37056
2,2,7,0,3024,684,30324,3024,37056
1,2,6,2,3024,30324,3024,684,37056
5,2,7,7,3024,30324,684,3024,37056
0,2,4,4,684,30324,3024,3024,37056
4,7,2,3,684,3024,3024,30324,37056
6,7,1,7,3024,684,3024,30324,37056
1,2,7,6,3024,30324,684,3024,37056
7,1,1,5,30324,3024,3024,684,37056
7,7,5,2,684,3024,3024,30324,37056
2,1,5,1,684,3024,30324,3024,37056
2,0,1,1,3024,3024,30324,684,37056
7,1,0,1,30324,3024,684,3024,37056
4,7,3,7,3024,684,3024,30324,37056
4,7,4,0,3024,684,3024,30324,37056
2,4,1,5,3024,3024,30324,684,37056
6,2,1,2,3024,684,3024,30324,37056
6,1,2,7,30324,684,3024,3024,37056
1,2,5,4,684,30324,3024,3024,37056
2,3,4,7,3024,30324,684,3024,37056
7,6,7,1,684,3024,30324,3024,37056
7,1,6,2,30324,3024,3024,684,37056
3,7,2,4,30324,3024,3024,684,37056
7,6,4,7,684,30324,3024,3024,37056
0,1,1,2,684,3024,3024,30324,37056
1,2,0,1,3024,30324,684,3024,37056
2,3,1,2,3024,3024,684,30324,37056
1,2,1,5,3024,30324,3024,684,37056
7,1,3,7,30324,684,3024,3024,37056
2,3,2,4,30324,3024,684,3024,37056
7,4,2,6,30324,3024,684,3024,37056
1,2,2,3,684,30324,3024,3024,37056
4,2,6,7,3024,30324,3024,684,37056
4,7,0,1,3024,3024,684,30324,37056
7,1,4,0,30324,684,3024,3024,37056
2,1,2,6,30324,3024,684,3024,37056
4,2,1,0,3024,684,3024,30324,37056
6,2,2,4,30324,684,3024,3024,37056
2,7,6,1,3024,3024,30324,684,37056
2,5,7,7,3024,684,30324,3024,37056
5,1,2,1,30324,3024,684,3024,37056
2,6,7,4,684,3024,30324,3024,37056
7,0,2,2,30324,3024,3024,684,37056
7,3,2,1,30324,3024,684,3024,37056
1,4,7,0,3024,684,30324,3024,37056
0,2,2,7,684,30324,3024,3024,37056
2,7,1,6,3024,3024,684,30324,37056
2,6,2,1,684,3024,30324,3024,37056
4,4,1,6,3024,3024,684,30324,37056
7,5,4,4,30324,684,3024,3024,37056
3,1,1,4,30324,3024,3024,684,37056
2,1,0,4,30324,3024,684,3024,37056
7,2,3,4,30324,684,3024,3024,37056
7,0,1,4,30324,3024,3024,684,37056
4,3,7,2,3024,3024,684,30324,37056
1,0,4,2,3024,30324,3024,684,37056
1,6,4,4,684,30324,3024,3024,37056
2,7,7,5,3024,3024,30324,684,37056
1,5,2,4,30324,684,3024,3024,37056
1,7,1,0,3024,684,3024,30324,37056
3,1,2,2,30324,3024,3024,684,37056
1,6,2,7,684,30324,3024,3024,37056
1,5,7,1,3024,684,30324,3024,37056
1,5,1,2,3024,684,3024,30324,37056
5,2,4,1,3024,30324,684,3024,37056
3,2,1,7,3024,30324,3024,684,37056
5,1,7,4,30324,3024,684,3024,37056
0,4,2,1,684,3024,30324,3024,37056
1,0,1,7,3024,30324,3024,684,37056
2,7,0,2,3024,3024,684,30324,37056
4,4,0,2,3024,3024,684,30324,37056
4,4,6,1,3024,3024,30324,684,37056
4,3,0,5,16464,16464,84,3724,36736
5,3,4,0,16464,3724,84,16464,36736
2,6,5,6,84,16464,3724,16464,36736
6,6,3,4,3724,84,16464,16464,36736
6,0,3,2,16464,84,16464,3724,36736
0,4,0,3,84,16464,3724,16464,36736
0,0,6,4,3724,16464,16464,84,36736
1,3,3,6,16464,3724,84,16464,36736
3,4,6,6,16464,16464,3724,84,36736
5,7,0,5,16464,16464,84,3724,36736
3,4,0,5,16464,16464,3724,84,36736
0,6,7,6,84,16464,3724,16464,36736
7,6,6,5,3724,16464,16464,84,36736
0,5,4,3,84,3724,16464,16464,36736
5,0,0,2,16464,16464,84,3724,36736
6,5,2,3,3724,84,16464,16464,36736
0,2,3,3,84,3724,16464,16464,36736
5,4,5,3,84,16464,3724,16464,36736
5,5,4,6,16464,3724,84,16464,36736
4,0,0,6,16464,16464,84,3724,36736
5,7,6,6,16464,16464,84,3724,36736
3,6,2,5,3724,16464,16464,84,36736
6,4,3,6,16464,84,3724,16464,36736
6,5,1,5,16464,84,16464,3724,36736
6,2,6,5,16464,3724,16464,84,36736
6,6,2,0,3724,84,16464,16464,36736
4,3,6,6,16464,16464,84,3724,36736
5,3,3,7,16464,3724,84,16464,36736
4,0,3,0,16464,84,16464,3724,36736
2,0,6,6,16464,16464,3724,84,36736
0,2,5,0,84,3724,16464,16464,36736
6,4,0,0,16464,84,3724,16464,36736
6,7,3,5,16464,84,16464,3724,36736
3,0,5,4,3724,16464,16464,84,36736
6,3,4,6,16464,3724,84,16464,36736
4,6,6,3,84,16464,16464,3724,36736
0,1,0,6,3724,16464,84,16464,36736
2,3,6,5,16464,16464,3724,84,36736
3,6,6,4,3724,16464,16464,84,36736
0,0,1,3,84,16464,16464,3724,36736
3,5,6,7,16464,3724,16464,84,36736
3,6,5,2,84,16464,16464,3724,36736
5,6,0,4,3724,16464,84,16464,36736
6,1,3,3,3724,84,16464,16464,36736
1,5,6,5,16464,3724,16464,84,36736
2,3,5,3,84,16464,3724,16464,36736
5,3,6,2,16464,16464,84,3724,36736
3,0,4,0,16464,3724,16464,84,36736
3,0,3,7,16464,3724,16464,84,36736
3,0,2,3,3724,16464,16464,84,36736
3,6,1,3,84,16464,16464,3724,36736
0,6,0,1,84,16464,3724,16464,36736
2,3,3,0,16464,84,3724,16464,36736
5,1,5,6,3724,16464,84,16464,36736
5,5,0,7,16464,3724,84,16464,36736
1,3,0,0,16464,3724,84,16464,36736
5,3,5,4,3724,16464,84,16464,36736
5,5,7,0,16464,84,3724,16464,36736
7,6,0,6,3724,16464,84,16464,36736
3,0,7,6,16464,16464,3724,84,36736
0,5,3,4,3724,84,16464,16464,36736
3,5,1,0,16464,84,16464,3724,36736
6,6,4,3,84,3724,16464,16464,36736
2,0,0,5,16464,16464,3724,84,36736
5,2,3,6,16464,3724,84,16464,36736
3,0,0,1,16464,16464,3724,84,36736
0,6,6,2,84,16464,16464,3724,36736
0,5,5,7,84,3724,16464,16464,36736
3,5,4,5,16464,3724,16464,84,36736
0,6,4,0,84,3724,16464,16464,36736
0,6,3,7,84,3724,16464,16464,36736
3,7,3,0,16464,84,16464,3724,36736
4,6,5,5,84,16464,16464,3724,36736
3,5,3,2,16464,84,16464,3724,36736
6,6,5,7,84,3724,16464,16464,36736
6,0,6,7,16464,3724,16464,84,36736
1,5,5,3,84,3724,16464,16464,36736
3,7,0,6,16464,16464,84,3724,36736
3,7,5,3,84,16464,16464,3724,36736
6,0,4,5,16464,3724,16464,84,36736
6,2,0,6,16464,3724,84,16464,36736
3,1,6,3,3724,16464,16464,84,36736
6,0,1,0,16464,84,16464,3724,36736
5,1,0,3,3724,16464,84,16464,36736
5,4,3,0,16464,84,3724,16464,36736
7,5,5,0,3724,84,16464,16464,36736
3,3,0,2,16464,16464,84,3724,36736
6,3,7,0,16464,84,3724,16464,36736
6,2,5,3,84,3724,16464,16464,36736
4,5,6,0,16464,84,16464,3724,36736
6,5,5,4,3724,84,16464,16464,36736
6,5,0,1,16464,84,3724,16464,36736
6,3,0,7,16464,3724,84,16464,36736
3,3,1,6,16464,16464,84,3724,36736
7,0,5,5,3724,16464,16464,84,36736
7,0,6,3,3724,16464,16464,84,36736
1,6,5,0,84,3724,16464,16464,36736
2,5,0,0,16464,84,3724,16464,36736
5,3,2,3,3724,16464,84,16464,36736
0,3,5,1,84,16464,3724,16464,36736
7,5,3,3,3724,84,16464,16464,36736
5,5,3,1,16464,84,3724,16464,36736
5,6,5,1,84,16464,3724,16464,36736
5,3,1,5,16464,16464,84,3724,36736
1,0,6,0,16464,3724,16464,84,36736
5,6,2,6,3724,16464,84,16464,36736
0,7,5,5,84,16464,16464,3724,36736
4,5,3,5,16464,84,16464,3724,36736
7,6,3,0,3724,84,16464,16464,36736
3,2,3,5,16464,3724,16464,84,36736
5,0,6,1,16464,16464,3724,84,36736
2,5,3,6,16464,84,3724,16464,36736
6,5,6,2,16464,84,16464,3724,36736
0,4,5,6,84,16464,3724,16464,36736
7,3,5,6,3724,16464,84,16464,36736
0,3,2,6,3724,16464,84,16464,36736
6,1,5,0,3724,84,16464,16464,36736
5,0,7,5,16464,16464,3724,84,36736
3,2,6,0,16464,3724,16464,84,36736
0,0,2,5,3724,16464,16464,84,36736
7,3,0,3,3724,16464,84,16464,36736
1,6,3,3,84,3724,16464,16464,36736
0,3,7,3,84,16464,3724,16464,36736
6,5,7,6,16464,84,3724,16464,36736
0,6,1,5,84,16464,16464,3724,36736
0,3,0,4,3724,16464,84,16464,36736
0,1,3,0,3724,84,16464,16464,36736
4,0,5,3,84,16464,16464,3724,36736
0,0,5,2,84,16464,16464,3724,36736
3,3,7,5,16464,16464,3724,84,36736
1,0,3,5,16464,3724,16464,84,36736
1,5,0,6,16464,3724,84,16464,36736
3,1,5,5,3724,16464,16464,84,36736
0,1,6,5,3724,16464,16464,84,36736
3,3,6,1,16464,16464,3724,84,36736
5,6,7,3,84,16464,3724,16464,36736
6,3,3,1,16464,84,3724,16464,36736
5,4,6,5,16464,16464,3724,84,36736
6,7,6,0,16464,84,16464,3724,36736
0,5,2,0,3724,84,16464,16464,36736
5,0,1,6,16464,16464,84,3724,36736
0,7,6,3,84,16464,16464,3724,36736
5,2,0,0,16464,3724,84,16464,36736
2,6,0,3,84,16464,3724,16464,36736
0,1,5,2,114,7056,7056,22344,36570
2,7,0,6,7056,7056,114,22344,36570
2,3,1,6,7056,7056,114,22344,36570
5,4,0,2,7056,7056,114,22344,36570
5,3,7,7,7056,22344,114,7056,36570
2,3,0,7,7056,22344,114,7056,36570
2,1,0,6,22344,7056,114,7056,36570
4,1,6,5,22344,7056,7056,114,36570
7,3,0,1,22344,7056,114,7056,36570
4,2,6,5,7056,22344,7056,114,36570
0,6,2,7,114,22344,7056,7056,36570
5,1,7,6,22344,7056,114,7056,36570
6,2,1,0,7056,114,7056,22344,36570
3,0,1,4,22344,7056,7056,114,36570
3,0,1,7,7056,22344,7056,114,36570
0,6,2,2,114,7056,7056,22344,36570
2,0,6,2,7056,7056,22344,114,36570
2,2,0,6,7056,22344,114,7056,36570
5,3,7,2,7056,7056,114,22344,36570
0,6,2,1,114,7056,22344,7056,36570
0,7,2,3,114,7056,7056,22344,36570
2,3,2,6,22344,7056,114,7056,36570
0,7,5,4,114,7056,7056,22344,36570
2,1,5,3,114,7056,22344,7056,36570
5,3,7,4,22344,7056,114,7056,36570
7,4,5,3,114,7056,22344,7056,36570
3,0,2,2,22344,7056,7056,114,36570
4,5,3,7,7056,114,7056,22344,36570
4,5,4,0,7056,114,7056,22344,36570
1,1,5,3,114,22344,7056,7056,36570
5,4,1,6,7056,7056,114,22344,36570
1,1,3,0,22344,114,7056,7056,36570
4,0,6,1,7056,7056,22344,114,36570
7,6,1,3,114,7056,7056,22344,36570
5,4,4,6,7056,22344,114,7056,36570
2,3,0,4,22344,7056,114,7056,36570
6,1,4,0,22344,114,7056,7056,36570
5,2,0,1,7056,22344,114,7056,36570
6,2,7,0,7056,114,22344,7056,36570
2,2,3,0,7056,114,22344,7056,36570
6,5,4,4,22344,114,7056,7056,36570
6,2,2,0,22344,114,7056,7056,36570
3,7,6,1,7056,7056,22344,114,36570
3,7,6,4,22344,7056,7056,114,36570
1,6,2,3,114,22344,7056,7056,36570
3,7,6,7,7056,22344,7056,114,36570
4,4,0,6,7056,7056,114,22344,36570
4,1,5,3,114,7056,7056,22344,36570
1,6,5,4,114,22344,7056,7056,36570
