f0,f1,f2,f3,X0,X1,X2,X3,Sum
7,0,5,0,3724,1176,16464,1176,22540
6,7,6,3,1176,1176,16464,3724,22540
7,6,6,0,3724,1176,16464,1176,22540
7,3,6,3,3724,16464,1176,1176,22540
7,0,5,6,3724,16464,1176,1176,22540
7,5,0,3,3724,1176,1176,16464,22540
6,7,5,5,1176,1176,16464,3724,22540
6,2,6,6,16464,3724,1176,1176,22540
6,3,1,5,16464,1176,1176,3724,22540
6,4,0,5,16464,1176,3724,1176,22540
6,4,6,6,16464,1176,3724,1176,22540
6,6,0,4,3724,1176,1176,16464,22540
7,3,3,3,3724,1176,1176,16464,22540
6,6,0,7,1176,3724,1176,16464,22540
7,6,3,5,3724,1176,16464,1176,22540
6,2,5,5,1176,3724,16464,1176,22540
6,2,5,6,1176,3724,1176,16464,22540
7,6,6,6,3724,16464,1176,1176,22540
7,6,3,6,3724,1176,1176,16464,22540
6,6,1,5,1176,1176,16464,3724,22540
6,3,2,3,3724,1176,1176,16464,22540
6,2,6,3,1176,3724,16464,1176,22540
6,6,2,5,3724,1176,16464,1176,22540
7,6,0,0,3724,1176,1176,16464,22540
4,0,0,0,16464,1176,1176,3724,22540
0,7,0,5,1176,16464,1176,3724,22540
4,0,3,6,16464,1176,1176,3724,22540
0,4,0,0,1176,1176,3724,16464,22540
2,0,5,6,1176,16464,3724,1176,22540
2,0,3,6,16464,1176,3724,1176,22540
2,0,0,3,1176,16464,3724,1176,22540
2,0,0,0,16464,1176,3724,1176,22540
4,0,3,3,1176,1176,16464,3724,22540
4,0,5,0,1176,1176,16464,3724,22540
4,0,0,3,1176,16464,1176,3724,22540
0,4,0,5,1176,16464,3724,1176,22540
4,0,5,6,1176,16464,1176,3724,22540
1,6,6,0,1176,3724,16464,1176,22540
0,1,3,6,3724,1176,1176,16464,22540
4,3,3,5,16464,1176,1176,3724,22540
4,3,5,5,1176,16464,1176,3724,22540
0,3,7,5,1176,16464,3724,1176,22540
0,0,0,1,1176,16464,3724,1176,22540
3,6,1,0,1176,1176,16464,3724,22540
3,6,4,0,1176,3724,16464,1176,22540
3,6,2,0,3724,1176,16464,1176,22540
3,6,2,6,3724,16464,1176,1176,22540
3,6,3,2,1176,1176,16464,3724,22540
3,6,3,4,3724,1176,16464,1176,22540
0,1,6,6,3724,16464,1176,1176,22540
3,6,3,7,1176,3724,16464,1176,22540
3,6,7,6,1176,16464,3724,1176,22540
3,7,5,6,1176,16464,1176,3724,22540
3,7,0,0,16464,1176,1176,3724,22540
3,7,0,3,1176,16464,1176,3724,22540
3,7,3,3,1176,1176,16464,3724,22540
3,7,3,6,16464,1176,1176,3724,22540
0,1,6,0,3724,1176,16464,1176,22540
3,7,5,0,1176,1176,16464,3724,22540
4,3,6,0,16464,1176,1176,3724,22540
0,1,3,5,3724,1176,16464,1176,22540
1,6,3,5,1176,3724,16464,1176,22540
5,0,1,3,1176,16464,1176,3724,22540
1,5,0,5,16464,3724,1176,1176,22540
1,5,0,3,1176,3724,1176,16464,22540
0,5,0,7,1176,3724,1176,16464,22540
0,5,1,5,1176,1176,16464,3724,22540
5,0,1,0,16464,1176,1176,3724,22540
0,5,2,5,3724,1176,16464,1176,22540
5,0,2,3,3724,16464,1176,1176,22540
4,3,6,3,1176,16464,1176,3724,22540
5,0,3,1,16464,1176,3724,1176,22540
5,0,3,2,16464,1176,1176,3724,22540
5,0,3,7,16464,3724,1176,1176,22540
5,0,4,0,16464,3724,1176,1176,22540
5,0,5,1,1176,16464,3724,1176,22540
5,0,5,2,1176,16464,1176,3724,22540
4,6,6,6,1176,16464,1176,3724,22540
0,5,0,4,3724,1176,1176,16464,22540
4,6,6,0,1176,1176,16464,3724,22540
4,6,3,5,1176,1176,16464,3724,22540
4,6,0,5,1176,16464,1176,3724,22540
4,5,6,6,16464,1176,1176,3724,22540
4,5,6,3,1176,1176,16464,3724,22540
4,5,5,5,1176,1176,16464,3724,22540
0,5,0,1,1176,1176,3724,16464,22540
1,5,5,5,1176,3724,16464,1176,22540
1,5,5,6,1176,3724,1176,16464,22540
4,5,0,5,16464,1176,1176,3724,22540
1,5,6,3,1176,3724,16464,1176,22540
1,5,6,6,16464,3724,1176,1176,22540
0,4,6,6,1176,16464,3724,1176,22540
1,6,0,0,1176,3724,1176,16464,22540
0,4,3,6,1176,1176,3724,16464,22540
3,6,1,6,1176,16464,1176,3724,22540
3,6,0,4,3724,16464,1176,1176,22540
5,0,7,0,16464,1176,3724,1176,22540
0,2,6,0,1176,3724,16464,1176,22540
2,3,5,0,1176,1176,3724,16464,22540
0,3,2,0,3724,1176,1176,16464,22540
0,3,1,5,1176,16464,1176,3724,22540
0,3,6,1,1176,16464,3724,1176,22540
3,1,3,3,3724,1176,16464,1176,22540
3,1,5,0,3724,1176,16464,1176,22540
0,3,6,2,1176,16464,1176,3724,22540
2,3,5,5,1176,16464,3724,1176,22540
3,1,5,6,3724,16464,1176,1176,22540
3,2,0,0,16464,3724,1176,1176,22540
2,3,3,5,16464,1176,3724,1176,22540
2,3,3,3,1176,1176,3724,16464,22540
3,2,3,3,1176,3724,16464,1176,22540
3,2,3,6,16464,3724,1176,1176,22540
3,1,0,3,3724,16464,1176,1176,22540
2,3,6,0,16464,1176,3724,1176,22540
3,6,0,2,1176,16464,1176,3724,22540
2,6,0,0,1176,1176,3724,16464,22540
2,5,0,3,1176,1176,3724,16464,22540
2,5,0,5,16464,1176,3724,1176,22540
0,3,3,7,1176,3724,1176,16464,22540
2,5,5,6,1176,1176,3724,16464,22540
2,5,6,6,16464,1176,3724,1176,22540
0,3,3,4,3724,1176,1176,16464,22540
0,3,3,1,1176,1176,3724,16464,22540
0,3,4,0,1176,3724,1176,16464,22540
2,6,0,5,1176,16464,3724,1176,22540
0,3,2,5,3724,16464,1176,1176,22540
2,6,3,6,1176,1176,3724,16464,22540
2,6,6,6,1176,16464,3724,1176,22540
6,1,6,3,3724,1176,16464,1176,22540
2,3,6,3,1176,16464,3724,1176,22540
3,2,5,0,1176,3724,16464,1176,22540
3,3,1,0,16464,1176,1176,3724,22540
0,2,3,6,1176,3724,1176,16464,22540
3,5,4,3,1176,3724,16464,1176,22540
3,5,0,2,16464,1176,1176,3724,22540
3,5,0,7,16464,3724,1176,1176,22540
3,5,1,3,1176,1176,16464,3724,22540
3,5,1,6,16464,1176,1176,3724,22540
0,2,0,0,1176,3724,1176,16464,22540
3,5,2,3,3724,1176,16464,1176,22540
3,5,4,6,16464,3724,1176,1176,22540
0,2,3,5,1176,3724,16464,1176,22540
0,3,7,0,1176,1176,3724,16464,22540
3,5,5,2,1176,1176,16464,3724,22540
3,5,5,4,3724,1176,16464,1176,22540
3,5,5,7,1176,3724,16464,1176,22540
3,5,7,6,16464,1176,3724,1176,22540
3,6,0,1,1176,16464,3724,1176,22540
3,5,0,1,16464,1176,3724,1176,22540
3,4,5,6,1176,16464,3724,1176,22540
3,4,3,6,16464,1176,3724,1176,22540
3,4,0,3,1176,16464,3724,1176,22540
3,4,0,0,16464,1176,3724,1176,22540
3,3,7,3,1176,16464,3724,1176,22540
3,3,7,0,16464,1176,3724,1176,22540
3,3,5,4,3724,16464,1176,1176,22540
3,3,5,2,1176,16464,1176,3724,22540
3,3,5,1,1176,16464,3724,1176,22540
3,3,4,0,16464,3724,1176,1176,22540
3,3,3,7,16464,3724,1176,1176,22540
3,3,3,2,16464,1176,1176,3724,22540
0,3,6,4,3724,16464,1176,1176,22540
3,3,3,1,16464,1176,3724,1176,22540
3,3,2,3,3724,16464,1176,1176,22540
3,3,1,3,1176,16464,1176,3724,22540
5,0,5,4,3724,16464,1176,1176,22540
1,6,3,6,1176,3724,1176,16464,22540
5,5,4,5,16464,3724,1176,1176,22540
1,0,3,3,1176,3724,16464,1176,22540
5,5,7,5,16464,1176,3724,1176,22540
0,0,7,6,1176,16464,3724,1176,22540
6,0,0,1,16464,1176,3724,1176,22540
5,4,3,5,16464,1176,3724,1176,22540
5,4,3,3,1176,1176,3724,16464,22540
6,0,0,2,16464,1176,1176,3724,22540
0,0,3,4,3724,1176,16464,1176,22540
1,0,5,0,1176,3724,16464,1176,22540
1,0,3,6,16464,3724,1176,1176,22540
5,5,7,3,1176,1176,3724,16464,22540
0,5,6,4,3724,1176,16464,1176,22540
6,0,4,6,16464,3724,1176,1176,22540
5,5,6,7,16464,3724,1176,1176,22540
6,0,0,7,16464,3724,1176,1176,22540
0,1,0,0,3724,1176,1176,16464,22540
5,5,6,2,16464,1176,1176,3724,22540
6,0,1,3,1176,1176,16464,3724,22540
6,0,1,6,16464,1176,1176,3724,22540
5,5,6,1,16464,1176,3724,1176,22540
6,0,2,3,3724,1176,16464,1176,22540
5,6,3,4,3724,1176,1176,16464,22540
0,0,1,0,1176,1176,16464,3724,22540
5,4,5,0,1176,1176,3724,16464,22540
0,0,4,0,1176,3724,16464,1176,22540
5,4,5,5,1176,16464,3724,1176,22540
0,0,1,6,1176,16464,1176,3724,22540
5,6,3,7,1176,3724,1176,16464,22540
5,6,4,0,1176,3724,1176,16464,22540
0,5,4,6,1176,3724,1176,16464,22540
5,6,2,5,3724,16464,1176,1176,22540
5,6,6,1,1176,16464,3724,1176,22540
5,6,6,2,1176,16464,1176,3724,22540
5,6,6,4,3724,16464,1176,1176,22540
5,6,7,0,1176,1176,3724,16464,22540
0,0,2,6,3724,16464,1176,1176,22540
5,6,2,0,3724,1176,1176,16464,22540
5,6,1,5,1176,16464,1176,3724,22540
0,0,3,7,1176,3724,16464,1176,22540
5,6,7,5,1176,16464,3724,1176,22540
5,4,6,0,16464,1176,3724,1176,22540
5,4,6,3,1176,16464,3724,1176,22540
5,7,3,5,16464,1176,1176,3724,22540
5,7,5,5,1176,16464,1176,3724,22540
5,7,6,0,16464,1176,1176,3724,22540
0,0,2,0,3724,1176,16464,1176,22540
0,5,6,2,1176,1176,16464,3724,22540
5,7,6,3,1176,16464,1176,3724,22540
6,0,4,3,1176,3724,16464,1176,22540
1,0,0,0,16464,3724,1176,1176,22540
5,5,5,7,1176,3724,1176,16464,22540
0,0,0,2,1176,16464,1176,3724,22540
0,0,0,4,3724,16464,1176,1176,22540
6,0,7,6,16464,1176,3724,1176,22540
5,2,3,3,1176,3724,1176,16464,22540
0,7,6,0,1176,1176,16464,3724,22540
0,7,3,5,1176,1176,16464,3724,22540
0,5,7,6,1176,1176,3724,16464,22540
0,0,3,2,1176,1176,16464,3724,22540
6,1,5,5,3724,1176,16464,1176,22540
6,1,5,6,3724,1176,1176,16464,22540
1,3,5,0,1176,3724,1176,16464,22540
0,5,6,7,1176,3724,16464,1176,22540
5,1,6,3,3724,16464,1176,1176,22540
1,3,6,0,16464,3724,1176,1176,22540
5,1,5,5,3724,16464,1176,1176,22540
5,5,4,3,1176,3724,1176,16464,22540
0,5,2,6,3724,1176,1176,16464,22540
5,1,5,0,3724,1176,1176,16464,22540
5,1,3,3,3724,1176,1176,16464,22540
5,5,5,1,1176,1176,3724,16464,22540
5,0,7,3,1176,16464,3724,1176,22540
6,0,5,7,1176,3724,16464,1176,22540
6,1,0,3,3724,1176,1176,16464,22540
1,3,3,5,16464,3724,1176,1176,22540
5,5,2,3,3724,1176,1176,16464,22540
0,7,6,6,1176,16464,1176,3724,22540
5,5,5,4,3724,1176,1176,16464,22540
5,5,1,5,16464,1176,1176,3724,22540
5,2,6,0,16464,3724,1176,1176,22540
5,2,5,0,1176,3724,1176,16464,22540
0,5,4,5,1176,3724,16464,1176,22540
6,0,5,4,3724,1176,16464,1176,22540
1,3,3,3,1176,3724,1176,16464,22540
5,6,3,1,1176,1176,3724,16464,22540
5,2,3,5,16464,3724,1176,1176,22540
0,1,0,5,3724,16464,1176,1176,22540
6,0,5,2,1176,1176,16464,3724,22540
1,1,7,1,4104,4104,12996,1296,22500
7,7,4,2,4104,4104,1296,12996,22500
2,2,2,1,4104,4104,12996,1296,22500
2,2,1,7,1296,12996,4104,4104,22500
7,7,1,1,4104,1296,4104,12996,22500
7,2,1,2,4104,4104,1296,12996,22500
7,4,4,1,4104,4104,12996,1296,22500
2,2,1,2,1296,4104,4104,12996,22500
2,2,1,1,1296,4104,12996,4104,22500
7,2,1,4,12996,4104,1296,4104,22500
1,1,7,7,4104,12996,4104,1296,22500
2,1,4,7,4104,12996,4104,1296,22500
7,1,7,7,12996,4104,4104,1296,22500
2,2,2,7,4104,12996,4104,1296,22500
2,2,2,4,12996,4104,4104,1296,22500
2,1,4,4,12996,4104,4104,1296,22500
1,1,7,4,12996,4104,4104,1296,22500
2,1,7,7,4104,4104,12996,1296,22500
2,1,7,2,4104,1296,12996,4104,22500
7,2,1,7,4104,12996,1296,4104,22500
1,1,1,4,12996,4104,1296,4104,22500
7,1,7,2,12996,1296,4104,4104,22500
2,7,7,7,1296,4104,12996,4104,22500
7,4,7,7,4104,4104,12996,1296,22500
2,7,4,7,1296,12996,4104,4104,22500
7,7,4,7,4104,12996,1296,4104,22500
2,7,4,2,1296,4104,4104,12996,22500
2,7,4,1,1296,4104,12996,4104,22500
2,7,2,4,12996,1296,4104,4104,22500
2,7,2,2,4104,1296,4104,12996,22500
2,7,2,1,4104,1296,12996,4104,22500
2,7,1,7,1296,4104,4104,12996,22500
2,7,1,4,4104,1296,4104,12996,22500
7,1,1,7,12996,4104,1296,4104,22500
7,1,1,1,12996,1296,4104,4104,22500
7,7,7,4,12996,1296,4104,4104,22500
2,4,4,4,4104,4104,12996,1296,22500
2,4,4,2,1296,4104,12996,4104,22500
2,4,2,7,4104,4104,12996,1296,22500
2,4,1,4,4104,1296,12996,4104,22500
2,7,7,4,4104,1296,12996,4104,22500
7,7,7,1,4104,1296,12996,4104,22500
7,7,2,1,12996,1296,4104,4104,22500
7,4,7,2,4104,1296,12996,4104,22500
7,4,4,4,12996,4104,4104,1296,22500
2,2,4,2,1296,12996,4104,4104,22500
2,2,4,4,4104,12996,4104,1296,22500
1,1,4,2,4104,12996,1296,4104,22500
7,7,4,4,12996,4104,1296,4104,22500
1,1,4,1,4104,12996,4104,1296,22500
7,4,4,7,4104,12996,4104,1296,22500
2,2,7,2,1296,4104,12996,4104,22500
2,2,7,4,4104,4104,12996,1296,22500
1,1,2,2,12996,4104,1296,4104,22500
1,1,2,1,12996,4104,4104,1296,22500
1,1,1,7,4104,12996,1296,4104,22500
1,4,1,7,1296,12996,4104,4104,22500
1,1,1,2,4104,4104,1296,12996,22500
7,1,4,2,12996,4104,1296,4104,22500
7,1,4,1,12996,4104,4104,1296,22500
7,7,1,7,4104,4104,1296,12996,22500
7,2,2,1,12996,4104,4104,1296,22500
1,4,1,2,1296,4104,4104,12996,22500
7,2,2,2,12996,4104,1296,4104,22500
4,2,7,2,1296,4104,4104,12996,22500
4,4,4,1,1296,4104,12996,4104,22500
4,4,2,4,12996,1296,4104,4104,22500
4,4,2,2,4104,1296,4104,12996,22500
4,4,2,1,4104,1296,12996,4104,22500
4,4,1,7,1296,4104,4104,12996,22500
7,4,1,4,12996,1296,4104,4104,22500
4,4,1,4,4104,1296,4104,12996,22500
2,4,1,7,1296,4104,12996,4104,22500
4,2,7,7,1296,12996,4104,4104,22500
4,2,7,1,1296,4104,12996,4104,22500
4,4,4,7,1296,12996,4104,4104,22500
4,2,4,4,4104,12996,1296,4104,22500
4,2,4,1,1296,12996,4104,4104,22500
7,2,7,7,4104,12996,4104,1296,22500
4,2,2,7,4104,12996,1296,4104,22500
4,2,2,4,12996,4104,1296,4104,22500
4,2,2,2,4104,4104,1296,12996,22500
1,7,1,1,1296,4104,4104,12996,22500
4,2,1,4,4104,4104,1296,12996,22500
4,2,1,1,1296,4104,4104,12996,22500
4,4,4,2,1296,4104,4104,12996,22500
4,4,7,4,4104,1296,12996,4104,22500
4,1,7,2,4104,1296,4104,12996,22500
1,4,7,2,1296,4104,12996,4104,22500
1,4,1,1,1296,4104,12996,4104,22500
1,4,2,1,4104,4104,12996,1296,22500
4,7,7,7,1296,4104,4104,12996,22500
1,4,2,4,12996,4104,4104,1296,22500
4,7,7,4,4104,1296,4104,12996,22500
1,4,2,7,4104,12996,4104,1296,22500
1,4,4,2,1296,12996,4104,4104,22500
7,7,2,7,12996,4104,1296,4104,22500
1,4,4,4,4104,12996,4104,1296,22500
1,4,7,4,4104,4104,12996,1296,22500
4,4,7,7,1296,4104,12996,4104,22500
4,7,4,4,4104,4104,1296,12996,22500
4,7,4,1,1296,4104,4104,12996,22500
4,7,2,7,4104,4104,1296,12996,22500
4,7,2,1,4104,1296,4104,12996,22500
7,7,7,2,4104,1296,4104,12996,22500
1,2,7,4,4104,12996,4104,1296,22500
1,2,7,2,1296,12996,4104,4104,22500
7,4,1,1,4104,1296,12996,4104,22500
7,4,1,2,4104,1296,4104,12996,22500
4,1,7,4,12996,1296,4104,4104,22500
2,4,2,2,4104,1296,12996,4104,22500
4,1,7,1,4104,1296,12996,4104,22500
1,2,1,4,4104,12996,1296,4104,22500
4,1,1,7,4104,4104,1296,12996,22500
1,7,2,7,4104,12996,1296,4104,22500
4,1,1,1,4104,1296,4104,12996,22500
1,2,1,1,1296,12996,4104,4104,22500
1,7,4,1,1296,12996,4104,4104,22500
1,7,4,4,4104,12996,1296,4104,22500
2,1,2,2,12996,1296,4104,4104,22500
2,1,1,4,12996,1296,4104,4104,22500
7,4,2,2,12996,1296,4104,4104,22500
1,7,7,1,1296,4104,12996,4104,22500
1,7,7,2,1296,4104,4104,12996,22500
1,7,7,7,1296,12996,4104,4104,22500
2,1,1,1,4104,1296,12996,4104,22500
1,2,2,2,4104,12996,1296,4104,22500
2,1,1,2,4104,1296,4104,12996,22500
7,4,2,7,12996,4104,4104,1296,22500
1,7,1,4,4104,4104,1296,12996,22500
4,1,2,1,12996,1296,4104,4104,22500
2,1,2,7,12996,4104,4104,1296,22500
7,2,4,1,4104,12996,4104,1296,22500
2,1,4,1,4104,4104,12996,1296,22500
7,2,7,4,12996,4104,4104,1296,22500
1,7,2,2,4104,4104,1296,12996,22500
7,2,7,1,4104,4104,12996,1296,22500
4,1,4,7,4104,12996,1296,4104,22500
4,1,4,4,12996,4104,1296,4104,22500
4,1,4,2,4104,4104,1296,12996,22500
1,2,2,1,4104,12996,4104,1296,22500
1,7,2,4,12996,4104,1296,4104,22500
7,2,4,2,4104,12996,1296,4104,22500
4,1,2,7,12996,4104,1296,4104,22500
0,1,2,3,361,7056,7056,7056,21529
3,7,6,2,7056,7056,7056,361,21529
3,7,1,5,7056,7056,7056,361,21529
3,0,1,2,7056,7056,7056,361,21529
5,3,7,1,7056,7056,361,7056,21529
5,4,0,1,7056,7056,361,7056,21529
7,1,5,3,361,7056,7056,7056,21529
4,7,6,5,7056,7056,7056,361,21529
2,3,7,6,7056,7056,361,7056,21529
1,5,4,0,7056,361,7056,7056,21529
1,2,3,0,7056,361,7056,7056,21529
7,6,5,4,361,7056,7056,7056,21529
6,2,3,7,7056,361,7056,7056,21529
6,2,4,0,7056,361,7056,7056,21529
0,1,5,4,361,7056,7056,7056,21529
5,4,7,6,7056,7056,361,7056,21529
7,6,2,3,361,7056,7056,7056,21529
2,4,0,6,7056,7056,361,7056,21529
4,0,1,5,7056,7056,7056,361,21529
4,0,6,2,7056,7056,7056,361,21529
6,5,4,7,7056,361,7056,7056,21529
2,3,0,1,7056,7056,361,7056,21529
0,6,2,4,361,7056,7056,7056,21529
1,5,3,7,7056,361,7056,7056,21529
2,3,7,3,504,7056,5054,7056,19670
0,7,1,5,504,7056,7056,5054,19670
0,7,6,2,504,7056,7056,5054,19670
7,3,5,4,5054,7056,504,7056,19670
2,3,7,5,7056,7056,5054,504,19670
0,5,2,4,5054,504,7056,7056,19670
2,0,7,6,7056,7056,5054,504,19670
1,3,3,7,7056,5054,504,7056,19670
2,4,0,0,7056,504,5054,7056,19670
2,4,0,3,504,7056,5054,7056,19670
2,4,0,5,7056,7056,5054,504,19670
7,1,0,3,5054,7056,504,7056,19670
1,3,4,0,7056,5054,504,7056,19670
7,5,2,3,5054,504,7056,7056,19670
2,3,7,0,7056,504,5054,7056,19670
7,1,3,3,5054,504,7056,7056,19670
0,3,7,1,504,7056,5054,7056,19670
1,5,0,7,7056,5054,504,7056,19670
0,5,4,7,504,5054,7056,7056,19670
7,1,6,3,5054,7056,7056,504,19670
1,6,4,0,504,5054,7056,7056,19670
7,1,5,6,5054,7056,504,7056,19670
7,1,5,5,5054,7056,7056,504,19670
7,1,5,0,5054,504,7056,7056,19670
1,2,3,3,504,5054,7056,7056,19670
1,6,3,7,504,5054,7056,7056,19670
1,2,3,5,7056,5054,7056,504,19670
1,2,0,0,7056,5054,504,7056,19670
1,5,6,7,7056,5054,7056,504,19670
7,5,5,4,5054,504,7056,7056,19670
1,0,4,0,7056,5054,7056,504,19670
1,0,3,7,7056,5054,7056,504,19670
2,3,3,1,7056,504,5054,7056,19670
0,4,7,6,504,7056,5054,7056,19670
1,5,5,7,504,5054,7056,7056,19670
2,0,0,1,7056,7056,5054,504,19670
1,2,5,0,504,5054,7056,7056,19670
0,4,0,1,504,7056,5054,7056,19670
7,3,2,3,5054,7056,504,7056,19670
2,3,5,1,504,7056,5054,7056,19670
1,2,6,0,7056,5054,7056,504,19670
1,5,4,6,7056,5054,504,7056,19670
2,3,6,1,7056,7056,5054,504,19670
1,5,4,5,7056,5054,7056,504,19670
1,5,4,3,504,5054,7056,7056,19670
1,2,3,6,7056,5054,504,7056,19670
2,6,7,6,504,7056,5054,7056,19670
4,3,1,5,7056,7056,504,5054,19670
4,7,0,5,7056,7056,504,5054,19670
0,1,2,6,5054,7056,504,7056,19670
4,5,6,2,7056,504,7056,5054,19670
6,4,7,6,7056,504,5054,7056,19670
0,1,2,5,5054,7056,7056,504,19670
4,6,1,5,504,7056,7056,5054,19670
4,6,6,2,504,7056,7056,5054,19670
4,7,3,5,7056,504,7056,5054,19670
3,7,1,3,504,7056,7056,5054,19670
4,7,5,5,504,7056,7056,5054,19670
4,7,6,0,7056,504,7056,5054,19670
4,7,6,3,504,7056,7056,5054,19670
4,7,6,6,7056,7056,504,5054,19670
5,0,1,2,7056,7056,504,5054,19670
5,0,7,1,7056,7056,5054,504,19670
4,5,1,5,7056,504,7056,5054,19670
7,6,3,4,5054,504,7056,7056,19670
0,1,3,4,5054,504,7056,7056,19670
4,3,6,2,7056,7056,504,5054,19670
7,6,2,6,5054,7056,504,7056,19670
7,6,2,5,5054,7056,7056,504,19670
4,0,5,2,504,7056,7056,5054,19670
4,0,3,2,7056,504,7056,5054,19670
7,6,2,0,5054,504,7056,7056,19670
4,0,1,6,7056,7056,504,5054,19670
6,6,2,4,5054,504,7056,7056,19670
4,0,1,3,504,7056,7056,5054,19670
4,0,1,0,7056,504,7056,5054,19670
4,0,0,2,7056,7056,504,5054,19670
3,7,5,2,504,7056,7056,5054,19670
6,6,4,7,504,5054,7056,7056,19670
3,7,3,2,7056,504,7056,5054,19670
5,1,2,3,5054,7056,504,7056,19670
5,1,5,4,5054,7056,504,7056,19670
0,1,2,0,5054,504,7056,7056,19670
5,6,7,1,504,7056,5054,7056,19670
6,1,5,4,5054,504,7056,7056,19670
6,2,0,7,7056,5054,504,7056,19670
6,1,2,3,5054,504,7056,7056,19670
6,0,4,7,7056,5054,7056,504,19670
0,0,1,2,504,7056,7056,5054,19670
6,0,1,2,7056,504,7056,5054,19670
6,2,4,3,504,5054,7056,7056,19670
6,2,4,5,7056,5054,7056,504,19670
6,2,4,6,7056,5054,504,7056,19670
5,7,6,2,7056,7056,504,5054,19670
6,2,5,7,504,5054,7056,7056,19670
5,7,1,5,7056,7056,504,5054,19670
6,2,6,7,7056,5054,7056,504,19670
0,0,2,4,5054,7056,7056,504,19670
7,6,6,4,5054,7056,7056,504,19670
6,4,0,1,7056,504,5054,7056,19670
5,6,2,4,5054,7056,504,7056,19670
5,5,7,1,7056,504,5054,7056,19670
5,5,4,7,7056,5054,504,7056,19670
5,4,7,5,7056,7056,5054,504,19670
5,4,7,3,504,7056,5054,7056,19670
5,4,7,0,7056,504,5054,7056,19670
5,4,6,1,7056,7056,5054,504,19670
6,3,4,7,7056,5054,504,7056,19670
5,4,5,1,504,7056,5054,7056,19670
5,4,3,1,7056,504,5054,7056,19670
6,3,7,1,7056,504,5054,7056,19670
0,1,0,4,5054,7056,504,7056,19670
5,2,4,0,7056,5054,504,7056,19670
5,2,3,7,7056,5054,504,7056,19670
3,7,1,6,7056,7056,504,5054,19670
3,4,0,1,7056,7056,5054,504,19670
3,3,7,1,7056,7056,5054,504,19670
2,5,0,1,7056,504,5054,7056,19670
6,7,1,5,7056,504,7056,5054,19670
7,0,5,4,5054,7056,7056,504,19670
2,5,7,6,7056,504,5054,7056,19670
3,5,4,7,7056,5054,7056,504,19670
2,6,0,1,504,7056,5054,7056,19670
0,3,2,4,5054,7056,504,7056,19670
7,6,0,4,5054,7056,504,7056,19670
7,0,2,3,5054,7056,7056,504,19670
3,5,1,2,7056,504,7056,5054,19670
3,4,7,6,7056,7056,5054,504,19670
3,1,2,3,5054,7056,7056,504,19670
3,1,5,4,5054,7056,7056,504,19670
0,2,4,0,504,5054,7056,7056,19670
0,2,3,7,504,5054,7056,7056,19670
3,2,3,7,7056,5054,7056,504,19670
3,2,4,0,7056,5054,7056,504,19670
3,3,1,2,7056,7056,504,5054,19670
3,6,1,2,504,7056,7056,5054,19670
6,7,6,2,7056,504,7056,5054,19670
2,4,6,6,7056,7056,5054,504,19670
2,4,5,6,504,7056,5054,7056,19670
3,6,2,4,5054,7056,7056,504,19670
3,7,0,2,7056,7056,504,5054,19670
0,1,6,4,5054,7056,7056,504,19670
2,4,3,6,7056,504,5054,7056,19670
3,7,1,0,7056,504,7056,5054,19670
2,4,0,2,3024,3024,2166,9576,17790
5,1,7,1,9576,3024,2166,3024,17790
0,1,1,4,2166,3024,3024,9576,17790
7,4,0,1,9576,3024,2166,3024,17790
6,1,4,7,9576,2166,3024,3024,17790
2,3,4,1,3024,9576,2166,3024,17790
2,4,4,6,3024,9576,2166,3024,17790
7,0,1,2,9576,3024,3024,2166,17790
1,2,7,0,3024,2166,9576,3024,17790
5,2,7,1,3024,9576,2166,3024,17790
5,4,1,1,3024,3024,2166,9576,17790
5,4,2,1,9576,3024,2166,3024,17790
6,2,1,7,3024,2166,3024,9576,17790
3,2,1,2,3024,9576,3024,2166,17790
7,3,7,1,9576,3024,2166,3024,17790
5,4,4,1,3024,9576,2166,3024,17790
1,3,7,1,3024,9576,2166,3024,17790
4,7,6,1,3024,3024,9576,2166,17790
6,4,4,7,3024,2166,9576,3024,17790
2,3,2,1,9576,3024,2166,3024,17790
1,4,4,0,3024,2166,9576,3024,17790
4,7,6,4,9576,3024,3024,2166,17790
1,4,3,7,3024,2166,9576,3024,17790
2,4,0,7,3024,9576,2166,3024,17790
4,7,6,7,3024,9576,3024,2166,17790
4,7,7,5,3024,3024,9576,2166,17790
0,1,2,2,2166,3024,3024,9576,17790
7,1,4,3,2166,9576,3024,3024,17790
0,1,2,1,2166,3024,9576,3024,17790
0,7,2,4,2166,3024,3024,9576,17790
1,4,0,1,3024,9576,2166,3024,17790
7,6,4,4,2166,9576,3024,3024,17790
3,1,1,2,9576,3024,3024,2166,17790
1,2,3,2,3024,2166,3024,9576,17790
2,7,7,6,3024,3024,2166,9576,17790
1,2,3,4,9576,2166,3024,3024,17790
6,2,2,7,9576,2166,3024,3024,17790
2,3,7,4,9576,3024,2166,3024,17790
2,4,0,4,9576,3024,2166,3024,17790
1,1,4,0,9576,2166,3024,3024,17790
1,1,3,7,9576,2166,3024,3024,17790
1,0,1,2,3024,9576,3024,2166,17790
1,1,2,3,2166,9576,3024,3024,17790
7,4,5,4,2166,3024,9576,3024,17790
6,2,4,1,3024,2166,9576,3024,17790
7,1,1,3,2166,3024,3024,9576,17790
